_id,reviewText,PREDICTED_LICENSING,CORRECT
5729be70507c690b8e0bd256,Simple adjustments pls For example allowing it to use your lock screen background not your home screen wallpaper,0,1
5729c0ca507c690b8e0bd483,Open Source,1,1
572914bf507c69054da8e5c5,"Deceptively simple and hugely playable. Just beware that this game is merciless: a single mistake, or even just a single stroke of bad luck, and you are history. No saving your progress or helping hand here. As an added bonus this game is truly free to play. No in-game purchase of any kind to bother you or to offer an easy way out of a tricky situation. Just a very unobtrusive button to donate. Kudos to the developers for a job well done.",1,1
572916b3507c69054da8e73a,Clone of debugger for android? One of you copied the other. Whoever really made this app should report the other to google because its probably malware.,0,1
5729114c507c69054da8e23d,"Awesome It runs flawlessly and it's always amusing to watch. But please add in Heavily Armed Pokey's sprite. Oh, and yes Mother 3 wallpapers would be excellent.",0,1
57291576507c69054da8e5f3,Great Open Source Rpg Retro Graphics. Mods. So much to love.,1,1
57895034819cb706e923979c,"Modifier keys no longer work With the most recent version of Google Keyboard, the modifier keys, e.g. vol-up+c for ctrl+c, no longer work. It also sometimes freezes upon startup.",0,1
578945b9819cb706b00a732a,"Perfect No ads. No microtransactions. Just many puzzle games with fully adjustable difficulty in one nice package. If you like puzzle games, get this game now!",1,1
572917a6507c69054da8e84a,Simple & Fast No issues.,0,1
5729bdcb507c690b8e0bd1d0,Nice and simple. Would be better if we can open files from cloud too.,0,1
5729106c507c69054da8e10f,Best compass I love to use this compass. Easy to use and easy to read. Its working properly...,0,1
57291da7507c69054da8ee44,Makes the home screen much more beautiful!,0,1
5729143a507c69054da8e554,Omg bwst RPG for phone I Love THE Hardcore,0,1
5729c269507c690b8e0bd637,It's great!!!!!,0,1
5729be93507c690b8e0bd284,"AcDisplay brings the Active Display mode from Moto devices in a free open source app. The basic feature of this app allows the device's screen to turn when a notification appears and to quickly and easily interact with the notifications. There are 2 other options as well, making this app serve as a lock screen and/or turn on the screen based on device sensors. The overall design is very much minimalistic with a great looking design, and there are also plenty of settings to customize to fit your liking. AcDisplay is great for those wanting to view notifications quickly with a minimal and usable design.",1,1
5729be80507c690b8e0bd26d,Can't uninatall Ummmm it doesn't work at all for me and I can't Uninstaller it off my phone. Please help!,0,1
5729148b507c69054da8e59f,"What's the point? I willing \"donated\" $5 thinking I would unlock some extra content, or even the option to SAVE my progress. This is a fun FREE game, but I genuinely do feel cheated out of my money. Bottom line, fun game but not worth the $5 as there is no added content /value.",1,1
57894976819cb706b00a777a,Force closing after starting app and loading screen of wallpaper.,0,1
572913c6507c69054da8e4ed,Amazing Best game I have ever played and very challenging,0,1
5729bdb2507c690b8e0bd1b3,Take forever to type Half the letters you type need to be pressed 3 times before they will appear. Too slow.,0,1
572915ee507c69054da8e65e,loved it,0,1
57291792507c69054da8e82e,Privacy I would and have recommended to my friends and family.,0,1
5729c4ab507c690b8e0bd982,Top Every geocacher shoud try this one. No one will ever go with anything else. Great work!,0,1
5729bee7507c690b8e0bd2de,"Not a lockscreen Great design and stylish way of showing notifications, but please add an actual lock screen with pattern, pin, etc...",0,1
57291eb0507c69054da8ef76,"No Ads Perfect app, many great high resolution pics, many categories... Love it ... Well done guys ... :)",1,1
57893b2f819cb7066ab3fe9e,"Clean,? no ADs, ? Meeehhh... Live add-on detector warning: Add-on: Android color picker, Android wear,",1,1
578945a0819cb706b00a731f,Undo feature slows down app,0,1
57291ddb507c69054da8ee82,"Art? I'm not sure if this is a good idea for mobile devices. Its functionality of changing the wallpaper at different intervals is handy, but ultimately not a tool that's needed. The art focus isn't the best way to market this app.",0,1
57291b09507c69054da8eb92,Highly recommended! What I like most? It's open source!! :-),1,1
57290f91507c69054da8e001,Best comic scan app in the market! Worked good on my G1& Droid. Works great on my HTC Thunderbolt.CBZ's & Folders are the best way to view. CBR's sometimes glitch. I convert to CBZ/ZIP mostly.,0,1
5729c329507c690b8e0bd716,Excellent Shows everything you need to see what your phone is doing.,0,1
572918af507c69054da8e969,"Privacy? why you need so much permission? why you need my phone number? why I must register on your servers? open source? but what about your servers, which save my phone number?",1,1
57291f64507c69054da8f011,"Wicked wallpapers Although when applying the wallpapers they are zoomed in even though they match my screen resolution 1920x1080, any fix for this?",0,1
57291b9d507c69054da8ec0b,"Great compilation A great collection of many great puzzles. Lots of customization, lots of replayability",0,1
57893e85819cb7066ab402a7,"Great game controls Tap where to move, tap where to attack. It works really well. The content is awesome. Its open source and ads free. Amazing",1,1
5729128a507c69054da8e3bd,"Home Screen Wallpaper works, What about Lockscreen wallpaper? Awesome, Home screen wallpaper changes as advertised. I use it every day. From the settings I see \"Use Lock screen settings\" and \"Lock Screen Settings\". But it doesn't change lock screen wallpaper, at least that's what My understanding is about this setting. Developer(s): Any explanation on this issue?",0,1
572913b7507c69054da8e4e3,"All time fave Pixel Dungeon, prior to moving to open source, is the game I've played most on my phone. It's gotten better and better over the years. This is a perfect casual roguelike.",1,1
57291151507c69054da8e243,"Absolutely Amazing If you love earthbound as much as I do (played it as a child on SNES) you will smile every single time you power you phone on and see the live wallpaper change to a new enemy animation. A+++ 10/10! If your phone does not have a live wallpapers icon in your settings, install aniBrush Abstract Live wallpaper, and it will open your live wallpaper settings and you can set it to the Earthbound.",0,1
57290ed8507c69054da8df90,"Used to be great This used to be a great app, but since the last update (ages ago) it sucks. Crashes for most comics I try to read. The latest update also added annoying ads. This app is really not worth it.",1,1
5729c10d507c690b8e0bd4e4,Samsung Galaxy S5 SM-G900F & Open Source,1,1
57291247507c69054da8e37d,"Doesn't work for my Z1 all it shows is \"picture unavailable, need setup or reload\"",0,1
57894147819cb7066ab4055c,indispensable if you debug apps for a living. no idea how this isn't part of the OS!,0,1
57291036507c69054da8e0c6,Love the new update This messenger just plain works! Great job!,0,1
5729c40f507c690b8e0bd8b6,Awesom job buddy I love this,0,1
57290f3d507c69054da8dfd2,Some bugs. Sometimes images don't load correctly and appear as blank grey at the bottom. I'm not sure what this is about.,0,1
578945b9819cb706b00a7329,Lots of choices. No ads!,1,1
5729117c507c69054da8e26d,work well it really works and no ADs,1,1
57291e27507c69054da8eed1,Amazing App You can't go wrong with this app. Love the different art work that is displayed each day.,0,1
5729be54507c690b8e0bd24f,"Love it Additional please add tag photo option, I hope it will continue as open source Twitter Apps, Great alternative Twitter Apps, Thanks!",1,1
57291a82507c69054da8eb23,"You could've created a widget feature, it will be very helpful",0,1
57291360507c69054da8e47e,"BADASS Finally, a challenge. Gives me flashbacks of the original Zelda games and Hexen, no objectives and constant danger. When not dodging roaming creatures with a sliver of health, you'll find fear in choosing what potions and scrolls you use, as some can be your demise. Overall, a badass randomized dungeon crawler \\m/",0,1
5729c32d507c690b8e0bd71c,Great app. Thanks !,0,1
5729bf9e507c690b8e0bd396,Very useful application!,0,1
5729111d507c69054da8e202,"Groovy! Never thought I'd find something like this out there! I especially love the lack of ads and gimmicks! Good job, sir. You've done us all proud.",1,1
57893ab0819cb7066ab3fe1d,"Great, with one flaw Great job, but please give the option to make the persistent notification a low priority so that it's normally hidden from view and only visible on pull-down.",0,1
57291e63507c69054da8ef14,Artistic!,0,1
572913c9507c69054da8e4f1,Omg This game is better than cod black ops 3,0,1
57291ba1507c69054da8ec12,"Incredible How can this possibly be free?! Every game is engaging. Great interface, well documented, no ads!",1,1
57291db5507c69054da8ee59,Your music extension Just awesome_Ÿ˜__Ÿ˜__Ÿ˜_,0,1
57291a4f507c69054da8eaf8,Perfect For years I have been looking for a simple app that just does basic budget management so I can move away from spreadsheets. Rarely I discover an app that changes my daily life. Thanks Imgur!,0,1
57291148507c69054da8e238,"Missing Options Awesome, but I see no way to access options (check all, uncheck all) in the chooser without a physical action button. Thank you for creating and open sourcing! Purchased the donation version.",1,1
57894053819cb7066ab4041b,"Great app, exactly what I needed since the battery stats have become vague and hidden deep in the settings in recent Android versions. I'll probably soon join the group of people who buy the pro app just to show my appreciation!",1,1
57894bc3819cb706b00a79f0,If only always on option is enabled,0,1
57291851507c69054da8e90a,Very awesome Excellent!,0,1
57291bbe507c69054da8ec45,"What a free app should be Ad free, not pay to win, fun, enjoyable, doesnt need any permissions. Not bloated either. If you are looking at this, just get the puzzles already!",1,1
5729117d507c69054da8e275,"Doesn't work, deleted",0,1
57291064507c69054da8e0fa,best app for compass and ad free ..suprb .. it's works like charm .. very accurate.,1,1
57291ba1507c69054da8ec13,"Best game on the app store Truely no ads or IAPs, which is amazing. Every puzzle is fun and challenging, and the customization is fantastic, allowing you to tailor the game to your preference. ZERO complaints, would highly recommend.",1,1
57895011819cb706e9239754,"Well done. Simple, well-built, & no strings attached. Great app by a developer w/a good attitude. Thanks!",0,1
57290dca507c69054da8de6a,It's good It's very good,0,1
57290f24507c69054da8dfc1,"bad really really bad , Komik is much much better and no ads , and smaller in size and u can actually find it in the ur android market . you can even set your main comic folder.",1,1
57291eb2507c69054da8ef7c,Wow awesome wallpapers And it's ad free love it!,1,1
57291cdc507c69054da8edb0,A bit buggy. This app still scrobbles using Mobile days even if WiFi only option is selected.,0,1
5729bebe507c690b8e0bd2a9,Try add a pass code.,0,1
57291062507c69054da8e0f3,Marine compas,0,1
57291e2b507c69054da8eed8,Loved it. It's just amazing ...Some days u might feel to uninstall it but bear it for that day....,0,1
57291670507c69054da8e6fe,NiceOne Its very usefull app awesome,0,1
57291da1507c69054da8ee3e,Needs changing! Most paintings are not properly cropped. They have white edges on top and bottom which makes the wallpaper look unappealing. Either give us an option to zoom into the painting a bit and keep it that way or just recrop the bunch. Thanks!,0,1
572918ba507c69054da8e972,Please Include spam filter like true caller .cant use signal as default messenger without spam filter as i get lot of spam messages daily and cant afford to get disturbed by spam notifications.,0,1
57894c5f819cb706b00a7a94,Crappie app You cannot uninstall it.,0,1
5729be7c507c690b8e0bd264,"Works just fine. Few complaints. Works as advertised. Very few bugs. Seems stable and useful. I hate how if I have an app open, ACDisplay will close it, and I'll have to manually go back into it every time I open my phone up. The feature that allows me to go directly into a notification doesn't work, but that's not a big deal. The design and amount of options are what make this app worth having.",0,1
57291cc2507c69054da8ed8c,"MIUI v5 MIUI Player not supported, could U fix that? . Other players that I'm using works fine. Did you thought about new UI which include messages?",0,1
5729c085507c690b8e0bd43c,"Looks great, but the app crashes every time I try to access the widgets! Would be 5 stars if fixed",0,1
57290df2507c69054da8dea5,"Doesn't work on cbr files CBR is supposedly supported, it is nog working right though. It always crashes on cbr comics on my galaxy tablet (2) and seldom works on my Galaxy S4. No updates to fix this.",0,1
5729c286507c690b8e0bd66b,"Used to work. I need serious help. Dash clock used to work perfectly for me I'm on a galaxy s6 and a recently just reset it due to it getting slow I downloaded dash clock and the weather will not work on the widget it says \"\"\"\"\"\"\"\"weather data currently not available\"\"\"\"\"\"\"\" can someone help me!",0,1
57894f98819cb706e92396c6,A very well designed app. Only requires 1.6 mb to install it.,0,1
5729c446507c690b8e0bd90f,How to use it for Wi Fi hack,0,1
57291a7d507c69054da8eb1c,"Really Great App Able to track source of income, transactions flow from one account to another. Ease of use and above all it is ads free. Now, it automatically synced to your Google account. No more worry of losing data when your phone is lost or reformatted. I love it",1,1
57291323507c69054da8e440,"Great app! May be due for an update I've been using this app for months, and it's been fantastic. The color-matching backgrounds make having non-abstract wallpapers viable, without the need for weird cropping. I use a Samsung s note, not sure which model. Recently downloaded a system update that seems to have messed up the app a bit. The background just says \"screen 1: picture is unavailable. Need to setup or reload.\" I've tried restarting, and I double checked the location for my wallpapers, and the screen is still there. I hope this gets fixed soon! I don't think I'll be able to find another app that works this well!",0,1
5729bfbd507c690b8e0bd3b5,Useless without fingerprint. However. The best design ever.,0,1
572913de507c69054da8e506,Great game I am addicted to this game however can you please make it so that you can buy the huntress. I have dyslexia so I do struggle a little with the game and would love the huntress. Thanks,0,1
572916f9507c69054da8e77e,"Simple yet useful Includes material design, simple interface, user friendly.",0,1
572911fe507c69054da8e325,"Not working now On my Note 3 updated to Lollipop, it keeps switching to one picture on each screen. If I open and close a program it goes back to the pictures I've chosen for each screen. Can be frustrating since I have invisible icons that are illustrated by each screen, but can't use them when multiple pics won't show.",0,1
5729c16b507c690b8e0bd54a,"Great app! It'll star a copied text when opened to edit mode, going back to list view it won't be. Thank you!!",0,1
5729123e507c69054da8e36d,Best of it's kind This is the best app to set wallpapers. I really really wish that it could be somehow updated :(,0,1
57291031507c69054da8e0bb,"Functionally good, the new update is an improvement. The talk-bubble chat window look is terrible, however. Simple text chat windows have worked for decades, reducing usable screen space and adding a distracting background is in no way an improvement. In the least this visual mess should have an option to revert to the old, easy to read, space-efficient layout.",1,0
572917e5507c69054da8e896,"Works well and looks good (if plain) Love the fact that you can use system emoji, hate the standard ones! The SMS integration is also very handy, not needing a second app for that is nice. One (purely aesthetic, but still) functionality it lacks that most other messaging apps have is custom chat backgrounds. The plain black/white gets old after a while.",0,1
5729c3b8507c690b8e0bd829,Wow! This is perfect!!! I use it so much!!,0,1
5729c4a7507c690b8e0bd977,"Bringing back family time After being disappointed with Geocaching changing most caches to premium and charging a ridiculous monthly fee, i stumbled across this after reading a review.....used it yesterday and spent 4hrs out there ! Loved it !!Thankyou thankyou !!!",1,1
57290dd5507c69054da8de7f,"Pretty good app, hasn't crashed for me once!",0,1
5729be80507c690b8e0bd26f,"This is my absolute favorite lockscreen, except now it doesn't work with the new Android update and I'm heartbroken",0,1
57894bd7819cb706b00a7a0b,"Excelent app ! i use it as my lockscreen, i would give u 5 stars if the Home button (hardware) doesnt close AcDisplay",0,1
57290f1c507c69054da8dfb9,"Could only handle small sized file Force closed when opening big sized cbr file. It's working very well actually. Open up a file, pinch zoom, next/previous page button.",0,1
5789501b819cb706e923976c,How How do you use the copy and paste function?,0,1
57291b9c507c69054da8ec05,"Addictive! I have this on my tablet and am adding it to my phone. A nice range of challenging puzzles to engage your brain and no ridiculous, flashing nonsense or insufferable adverts. If this had initially been on a free trial basis I'd pay to keep it.",1,1
57291cb7507c69054da8ed7d,Doesn't scrobble Sony Music Player Not on my Xperia Z5 Premium in any case.,1,0
57291362507c69054da8e481,Best game ever Thanks,0,1
572915f7507c69054da8e66a,GREATEST APP EVA Accurate does not take much space! GOOD JOB!!!!!:):):):):):,0,1
57290df6507c69054da8dea6,"Good app, needs better file search Very good app, would like a better way to search for files to add.",0,1
57291816507c69054da8e8cf,Great app Great app. Excelent...,0,1
572919f7507c69054da8ea9a,"To the maker of this, I love you.",0,1
57291e85507c69054da8ef22,"Usually don't bother giving the bad reviews. This one demanded one. The Wallpapers don't download , what a waste of time.",0,1
57291014507c69054da8e0a0,Great for Openfire Played around with other pm clients and this was the best on my LGG3. I definitely would recommend. Liked it so much I paid the $3 for the VIP version.,0,0
57894991819cb706b00a77a4,Loved it but hate it now I don't know ...this is the best wallpaper app i ever use but recently it is crashing all the time nexus 6p..,0,1
57291609507c69054da8e683,"Does what it says Thanks, its simple, and it does exactly what it says!",0,1
5729bf2a507c690b8e0bd327,"Pretty great lockscreen replacement for AMOLED screensâ€”especially on a Samsung (because their lockscreen is clunky garbage). There are just a few small changes that would make a WORLD of improvement, IMO, such as allowing more than one widget (there's plenty of space, why limit it?), allowing widgets to be wider (again, the space is there, why the limit?), being able to have widgets without overriding the stock clock, and being able to reposition the clock/widgets and maybe notification icons too. Also, custom apps/shortcut/actions for the corner gestures would be very useful too. No reason to limit those to phone and camera only. :P And lastly, an option to display ongoing notifications (maybe below the higher priority ones) would be nice too.",0,1
57291d97507c69054da8ee31,âù_âù_âù_âù_âù_ âù_âù_âù_âù_âù_,0,1
57291ebf507c69054da8ef8d,"I can't understand how isn't this rated 5 stars Simple, elegant, easy to use, no crappy wallpapers (only very very high quality walls), no ads! (And it never asks you to rate 5 stars!!!) I can't find anything to hate about this app. Hands down the best wallpapers app ever! (And one of my top 5 android apps I ever used) &gt;&gt;&gt;&gt;&gt;&gt;Suggested fix: In the favoritesâù_ tab when I tap and hold on any wallpaper the app closes, it's not a big deal but this app deserves to be perfect :)",1,1
5729c375507c690b8e0bd773,As if this app needs my stars,0,1
572911a9507c69054da8e2bb,Very good but... Isn't there an option to keep same wallpaper to all the screens? I use 3 screens and it shows 3 different photos for each screen but I want to keep only one wallpaper to all the three screens. Please advice,0,1
57894e1a819cb706b00a7bbb,"I absolutely love this app! It is definitely one of the best file managers, and it is the best open source one. I've tried many different file managers, but I've always come back to Amaze. The interface is highly customizable and sleek, and remains minimal. Though it is already an amazing app, it could be made even better by adding things like an FTP/cloud storage client. One more feature request: please let us set the root directory of the FTP server. Thanks for such a great app!",1,1
57893a3b819cb7066ab3fd87,best search engine . even tho it technichically only helps stop 3rd party tracking i still spread duckduckgo all the time cuz i think its way better than nothing. and its OPEN SOURCE ! :),1,1
572913f7507c69054da8e51e,Super This game is so am@zing,0,1
57291beb507c69054da8ec72,"Skips and stalls After a recent update I have found a few problems when one episode has finished and moving on to the next. The playback stalls and freezes and plays intermittently, and won't allow me to 'come out' of the episode. The only way to do this is to close the app itself and open it again. Having said that, I have tried a few podcast apps on my android phone and this has suited me better than those up until the recent issues, so I will probably continue to use it and hope that updates resolve the problem",0,1
5729be7f507c690b8e0bd266,Cnt uninstall,0,1
5729bdbf507c690b8e0bd1c8,really nice editor really like it......... add ability to have more than one bookmark and it'll deserve 6 stars,0,1
57894103819cb7066ab40511,Clean calculator. Very simple. Solution previews. No ads. Highly recommended.,1,1
5729c0b6507c690b8e0bd456,Great alternative to es explorer bloat adware. Thx!,1,1
57893a32819cb7066ab3fd76,Duckduckgo Search engine,0,1
57894c10819cb706b00a7a49,Great app but... Issues on m8 lollipop,0,1
572911e3507c69054da8e2f9,Superb app Its really work good,0,1
57894100819cb7066ab4050c,So nice So nice calculator,0,1
5789501d819cb706e9239770,"Partly insulting The app is perfectly fine. I have had it for 5 minutes and am satisfied. But as a true developer, the words \"Unleash your inner geek\" is slightly insulting. Please change that. Another thing, a couple of commands that ARE in other Linux computers like Debian are missing like nano from Android. I believe you should add an alias for it because people will think that you did not \"make\" things like that",0,1
5729157c507c69054da8e5fb,"Very fun Good timekiller, altough i find myself kind of stuck, always dying and not really reaching any further.",0,1
57291b9a507c69054da8ec04,"A Classic. Assembling all the puzzles in one app, with highly customisable settings, and it even comes with its own instruction manual, offline & no ads.",1,1
5729c108507c690b8e0bd4d4,Would love more information density or more items per screen,0,1
57291b14507c69054da8eb9c,"Great app, free and no ads. Thanks!",1,1
57290db1507c69054da8de48,This app seems ok Its ok as it does the job.,0,1
5729bea9507c690b8e0bd28c,issues with fingerprint sensor fingerprint sensor doesn't seem to work when applied as a lockscreen. Using redmi note 3,0,1
5729c280507c690b8e0bd65e,Not working on Note 3,0,1
57290ff7507c69054da8e084,Fb chat is showing some authentication error plz help in this,0,1
5729c0fe507c690b8e0bd4c7,The number 1 file manager for me,0,1
57290e23507c69054da8dee1,Best app to view comic. Nice app!,0,1
57291183507c69054da8e27e,I love this App. Every time i get a new phone i come for this app. Great,0,1
57291ec8507c69054da8ef9a,Crashes!,0,1
57893c44819cb7066ab40027,This app has added something to my life. I love watching it for long periods of time. I'm glad that the engineers who designed this included the double-tap feature. It would be cool if there was also a pause feature without an actual pause button.,0,1
5729becb507c690b8e0bd2c1,Its really great and quite stable,0,1
572919e2507c69054da8ea7f,I use it every day. EXCELLENT application for learning vocabulary. The new UI is perfect. Thank you guys.,0,1
57291419507c69054da8e53c,Damn good! It speaks for itself.,0,1
572911ee507c69054da8e312,Brilliant ...,0,1
5729c19b507c690b8e0bd588,"Doesn't work. Samsung Galaxy Tab 8.9 with the corrupted clipboard problem. 4.0.4. Clip Stack says it has deleted my clipboard, and that it's empty, but I still can't cut and paste between applications. Fail.",0,1
