_id,reviewText,PREDICTED_ANDROID VERSION,CORRECT
5729166c507c69054da8e6f7,Widget not working Widget stopped working months ago. Tried to redownload/reinstall to no avail. Widget was the only reason I had this app.,0,1
57290f62507c69054da8dfe8,No longer that fast,0,1
578937c1819cb7066ab3fb5e,"Great but doesn't always work When the app actually works it makes browsing the internet really enjoyable. I don't know why it says fixed the issue \"\"\"\"\"\"\"\"blocker of unwanted content not available\"\"\"\"\"\"\"\" when it is still happening.",0,1
5729164e507c69054da8e6d2,Best app for rooted phones Every rooted android needs this app. Lets you disable apps from starting up & running in background. works w/ system apps. It's like msconfig from Windows for android,0,1
57291b9d507c69054da8ec09,"Excellent No extra permissions required, great one",0,1
57291b97507c69054da8ebf9,"I've only used this for a day, but I really appreciate how quickly I can get in, do a puzzle, and then get out.",0,1
57894c2e819cb706b00a7a63,"Doesn't allow you to actually lock your phone I didnt think that there is a lockscreen app that doesn't actually allow you to lock your device (in the sense of requiring a password or pattern to access it), but this is unfortunately one.",0,1
5729102e507c69054da8e0ba,Flawless!! Works like charm. I used it with my xmpp servers!!,0,1
5729c37c507c690b8e0bd793,"How to use this app it's,not working",0,1
5729174c507c69054da8e7da,"Sim card duality, contact save directly from the app It looks great, the UI is very aesthetically pleasing. However, there are two important functions that I still yet to get from this app. Firstly, Android phones commonly have dual sim cards and this app doesn't have the option for users to choose from which sim card they're sending the message from. Second, it doesn't have the option to directly save a contact from within the app. Also, a bug is literally annoying me. When I launch the app, it freezes, displays contact numbers instead of names and crashes.",0,1
57291861507c69054da8e918,"Sms good, mms won't send Mms grp msgs and mms pic msgs will not send while on 4G lte w/3bars of svc. Not had this issue in the past, just swapped from HTC 1 X to a S5 active.",0,1
57291849507c69054da8e8ff,Great app.,0,1
578937b9819cb7066ab3fb53,Stopped working today Seems to have stopped working completely today.,0,1
57291871507c69054da8e92d,My default message app Very satisfied so far. Hope user base continues to grow. Would like to know how this compares to other apps that now claim end to end encryption. Especially like desktop feature.,0,1
5729c17c507c690b8e0bd55b,Most useful clipboard manager,0,1
57291391507c69054da8e4b5,Should be.. You should be able to save your progress..,0,1
5729123e507c69054da8e36d,Best of it's kind This is the best app to set wallpapers. I really really wish that it could be somehow updated :(,0,1
5729c0f8507c690b8e0bd4be,Better if add more setting about view,0,1
5729be2a507c690b8e0bd226,Shiyt Can't reload tweets,0,1
578949a5819cb706b00a77c7,Crashing all over the place.,0,1
5729185a507c69054da8e911,Encryption,0,1
5729c288507c690b8e0bd66e,Great material designed app!,0,1
57894841819cb706b00a7656,Please fix on marshmallow The app cannot able to change the lock screen wall paper :'(,1,1
5729c023507c690b8e0bd404,"It's an awesome alternative for those of us who are missing the \"active display\" from Motorola devices and certain custom ROMs. I'm giving 4 stars because it seems to mess with my notification light. I hope dev can suggest a solution. Either way, great job! Thanks!",0,1
5729111b507c69054da8e1fd,Fantastic Very faithful to a great game.,0,1
57290ef6507c69054da8df9b,"problemas con archivos me gustaba mucho la aplicaciÃ_n en el celular, pero hay algunos archivos que por una sola hoja cierra todo y dice que hay error, con varios me ha sucedido lo mismo. si lo pueden arreglar, que me parece genial la aplicacion",0,1
5729c335507c690b8e0bd72e,I love this apps,0,1
5729bf7e507c690b8e0bd37d,0 stars Garbage.,0,1
5729bdbd507c690b8e0bd1c0,I really like it but I really like it but I'd like if you added an auto complete or suggestions like in Adobe Brackets since it's really helpful and makes coding faster.,0,1
57290e04507c69054da8deb9,The idea is nice but the actual app needs some work. Was flipping through a comic last night and only reached page 100 when it complained about running out of memory. It told me to either unpack the archive or close the app and run it later. Why even bother with a cbz viewer if you have to unpack it all to view it? I'd just use the gallery on my phone and flip through pictures.,0,1
572917d1507c69054da8e87a,Verlorene Nachrichten Bei mir kommen leider auch teilweise Nachrichten nicht an. Sehr schade!,0,1
57290fa7507c69054da8e016,Galaxy âèª Note 4 Android â_¡ 5.1.1 _Ÿç_ Lollipop,1,1
5729c20f507c690b8e0bd60a,Hard to make it work Other similar apps are much better.,0,1
57291db7507c69054da8ee5f,Good But bug report I can't have the wallpaper as a lockscreen wallpaper on my one plus two hope you guys can fine a way around it its pretty annoying! But the app itself is great! Would recommend!,0,1
5729c341507c690b8e0bd73b,"I don't understand why Android doesn't have a native app to accomplish what this great app does. My LG G4 was hot all the time since I upgraded to Marshmallow and I didn't know why. It was seriously draining my battery (instead of lasting 12 hours, it lasted like 2). Then I installed this app and saw that Accuweather was running all the time using 20% CPU. I uninstalled Accuweather and now my G4 works again like a charm. Thank you very much developer!",1,1
57893a4b819cb7066ab3fda8,"This app is crap! It has nothing to do with Tor. It doesn't function like Tor, as Tor Browser is one of the fastest browsers around. I went to a site and tried to download a simple Anime. And I couldn't get the screen to enlarge, without it trying to load a toatle dif page.",0,1
5729c000507c690b8e0bd3e6,Kk There should be a glance feature when swiped on the proximity sensor..,0,1
5729c037507c690b8e0bd411,Perfect Perfect,0,1
57290fcd507c69054da8e05c,"Finds everything The app finds everything the Google search app does, but this one does not track you. That alone makes this my frequent go to search app.",0,1
57291194507c69054da8e29a,Doesn't work Doesn't work on Android 5.1,1,1
57291c95507c69054da8ed60,"Doesn't function as desired on my device The old streaming radio functions are long gone and the one function it has-scrobbling- doesn't function most of the time, even when I remember to manually open the LastFM app prior to starting my music, rather than relying on auto detect. Also, if you don't close out the LastFM app properly, if you close your music player first, frequently LastFM gets stuck in the notification tray.",0,1
5729104e507c69054da8e0e6,"Great new design The new look gives this app a nice, fresh new feel which was long overdue! Note: according to the changelog Facebook support was removed, but it still seems to work which is good.",0,1
5729c381507c690b8e0bd79a,Really good terminal for android Good,0,1
572918a8507c69054da8e95f,Privacy Personified Never felt more secure in my life.,0,1
5729bf3b507c690b8e0bd338,App continues to forget user settings New note 5. All permissions granted. Soft reset didn't fix. Won't act as lock screen either.,0,1
57290db1507c69054da8de48,This app seems ok Its ok as it does the job.,0,1
572919c3507c69054da8ea56,Unreliable tap-gestures Gestures (taps in certain areas on card) often don't work and I'm forced to tap the buttons to get to next card where it works again.,0,1
572911e7507c69054da8e301,The best app,0,1
57291019507c69054da8e0ac,"Needs a better ui, but seems to work",0,1
57893a51819cb7066ab3fdb5,Love,0,1
57291ece507c69054da8efa3,"The best wallpapers available No bs, this app has QHD tasteful wallpapers that actually look great on any phone if any con it would be the load times on some wallpapers but beside that it's a must have app",0,1
57291e63507c69054da8ef16,What a magician How does he do that startup animation? A true wizard.,0,1
57291aee507c69054da8eb7a,"Please make tag/category totals!!~~~~ App looks great & works great. Please allow us to view tag/category total costs for any day/week/month/year of our choosing. I need to be able to look back in time and see overall total spendings or earnings. 5 st_ŸŒŸrs when this functionality is added. Would be great to see more in-depth reports too. Otherwise, this app is simple, easy, and a pleasure to use. Up-to-date (Material) design is perfect! _Ÿ‘ç Pie charts are a nice touch too. Developer says he is working on improvements and taking feedback, which is great!",0,1
578937b0819cb7066ab3fb41,Doesn't seem to work well blocking ads for Samsung Internet app.,0,1
5729bdd3507c690b8e0bd1d7,Love it Just simple!,0,1
5729be06507c690b8e0bd1f7,Can't open images directly on MM Been using this for ages but since I moved to marshmallow crashes when I tap on images. Don't think it's going to be updated :(,1,1
57291b9a507c69054da8ec01,Crap Awfuk,0,1
572919ef507c69054da8ea8d,"Please speed up search I will give it 5 stars then, I have a few hundred thousand records, but even in the smaller decks it can be unbearably slow.",0,1
5729c209507c690b8e0bd5fa,I can't type anymore! A recent update is preventing me for typing at the command line. This makes the app useless.,0,1
57291986507c69054da8ea1c,It erases my things! I create the flashcards but the next day they are gone. And i try backing it up but it backs up nothing,0,1
57291a3a507c69054da8eadd,"Best Budget Tracking App Ever! This is the best budget tracking app I have ever used! User interface is simple and intuitive, multiple accounts can be set within the app to cover different fields of expenditure, multi-currencies for international users. CVS file can be exported to phone or Google drive for further financial analysis. No ads or surcharge. Great app.",0,1
57894844819cb706b00a765c,"Liked it and worked very well in lollipop, but not MM The plugins don't refresh, manual navigation to next image doesn't work. Some plugins give error. Altogether seems broken after MM update on Note 4.",1,1
5729c32f507c690b8e0bd720,Perfect Excellent tool for getting insight on what apps are (not) performing,0,1
572916a8507c69054da8e71d,Glitches when scrolling on marshmallow,1,1
5729beb1507c690b8e0bd298,Superb Nice! _Ÿ‘ç,0,1
578945cf819cb706b00a7352,Awesome Havent seen a better logic puzzle collection,0,1
57291e02507c69054da8eeac,Love it Always come back to this. An option so wallpaper will not scroll and this would be perfect for me.,0,1
578937b4819cb7066ab3fb4c,Works Great Galaxy S5 Marshmallow,1,1
572910ca507c69054da8e179,Big bug Downloaded it can't open it in appstore or find it in my files please help. Running Samsung galaxy 3. Edit: I'm stupid 10/5,0,1
5729bd94507c690b8e0bd192,Probably the only code editor that saves to the external sd card on lollipop,1,1
5729c3b6507c690b8e0bd825,Awesome Very useful app..,0,1
57291d84507c69054da8ee17,"Why can't you shrink the image to fit screen? I am using facets. Wallpapers won't set properly, it won't shrink before applying the wallpaper. What's the point in not shrinking the wallpaper and displaying it in irrelevant positions!",0,1
57291727507c69054da8e7b5,"Sweet and simple I was using hangouts 2.1 even while hangouts 8 was out because it was so quick and simple. Now that I was forced to upgrade to the newest hangouts version, I had to find a new SMS app. This app works perfectly and looks great!",1,0
57291e4d507c69054da8eefb,Beautiful,0,1
5729c123507c690b8e0bd50f,Nice Loveit,0,1
578949ad819cb706b00a77d5,Repeated Crash It just crashes frequently than before even though no new updates is available.,0,1
572916f8507c69054da8e77b,Unable to login Keep getting bad request when logging in. Unable to use.,0,1
572916cd507c69054da8e767,Great It is using root user. No other apps do that.,0,1
57291a83507c69054da8eb25,Currency rates cannot be refreshed I cannot update the rates between different currencies and hope this can be fixed,0,1
5729be70507c690b8e0bd253,"Waiting for Nexus Imprint Support Nexus 5X - Marshmallow. Use to love it, but want to have this as my default lockscreen but cannot until it supports fingerprint unlock and use as replacement for standard lockscreen. Will keep in waiting....",1,1
5729c498507c690b8e0bd969,Only had setting acreen And I literally can't go anywhere. Uninstalling less than 10 minutes after installing.,0,1
5729be2a507c690b8e0bd225,I like this app but why does it say you have reached the rate limit and the timeline is a little jerky needs update fix this and i will give it five stars thanks.,0,1
5729bdef507c690b8e0bd1eb,How to highlight web links? No way to activate links in text.,0,1
572915cf507c69054da8e61a,Battery review This app is the easiest to use and easy to setup. I have this on 5 different phones easy to use no matter who is the manufacturer +10 .... !!!!!,0,1
5729c2e2507c690b8e0bd6dd,Worth checking out It has some useful tools including a working build.prop editor.,0,1
5729bfa3507c690b8e0bd39e,Love it! Please finish the lockscreen and add some security pin or pass. The home button unlocks the home screen.,0,1
57291668507c69054da8e6e5,"Simply Awesome Simple, clean, ad-free... Best calculator around",0,1
5729c441507c690b8e0bd903,"Did the job Got this to change my \"\"\"\"\"\"\"\"install location\"\"\"\"\"\"\"\".",0,1
57291868507c69054da8e923,Nice Easy to use end to end encryption,0,1
5729be49507c690b8e0bd23c,Probably the best free twitter client,0,1
5729c0e2507c690b8e0bd4a5,"Simple and good Android needs more apps like this. Simple, beautiful and no unnecessary ads.",0,1
5729be48507c690b8e0bd238,"Cannot cache media/profile pictures It seems that it's impossible to properly cache media in the app, regardless of settings and database/cache size. Every time I scroll down my timeline, media that were previously loaded will load again. This reduces performance and makes scrolling janky. App is way less fluid than other clients. Nexus 5X, stock Android 6.0.1.",1,1
5729c18f507c690b8e0bd571,"The Best Super easy to use, works perfectly and even allows you to export and import you clip list. On top of that, it's free, ad free and open source. Great developer!",0,1
57291c80507c69054da8ed46,Signing up is a pain I tried 5 or 6 times to sign up. Atlas we all know that security isn't lax around here,0,1
572919c7507c69054da8ea5a,"Brilliant app, very flexible. The ability to sync with the desktop app (available on all platforms) is great, especially when it comes to entering a lot of items.",0,1
5729c11f507c690b8e0bd505,"Best Manager Best. That's it. Nothing tops it, tried them all.",0,1
572917bf507c69054da8e86d,Simply great... No words to express...,0,1
5789481d819cb706b00a762a,Muzei APP Good to see old and new art.,0,1
572910bd507c69054da8e15f,"Amazing Love this wallpaper, just a couple things. First, a select all option would be really useful. Second, mother 3 wallpapers?",0,1
5729c2e5507c690b8e0bd6e5,Works flawlessly,0,1
5729bf10507c690b8e0bd310,Great looking lock screen BUT But fix the home button unlocking...,0,1
5729195e507c69054da8e9fa,"This app is really great about usefully and design, but sometimes I need to check my flash cards from my watch not just on the smartphone!",0,1
5729c416507c690b8e0bd8c8,"Awesome, thank you!",0,1
572910e6507c69054da8e1af,Great! It's an EarthBound wallpaper with great variety. I can't find the background manager though.,0,1
572913f3507c69054da8e518,Win Love this game,0,1
578937ae819cb7066ab3fb3e,Wipes off all annoying ads,0,1
57894054819cb7066ab4041e,Great app :),0,1
57291b1c507c69054da8eba5,Not working after latest update.... very poor...,0,1
57894c55819cb706b00a7a87,"When a call comes in, the phone does not wake up from lookscreen, thus it's impossible to know who is calling. also, any reason why the last update was in july 2015. the developer abandoned this app??",0,1
5729bf04507c690b8e0bd304,"Just like Moto display but have some minor glitches._Ÿ‡®_Ÿ‡__Ÿ_“_Ÿ™è_Ÿ‘Œ_Ÿ’œ (1) Active mode works fine when lifting the phone faced down from a table, but doesn't work when I take the phone out of my pant pocket. (2) The app is causing random power off of my Android One device running Android 6.0.1. (3) Add more watch faces, like Galaxy Gear S2 watch face.",1,1
5789496d819cb706b00a7766,Hands down best wallpaper app but... It has been for awhile but it keeps crashing whenever I hit on an image thumbnail. Please fix the issue thanks.,0,1
5729c0c8507c690b8e0bd47d,"Great file explorer Looks good. Smb access so I can stream shows from my home server, works great.",0,1
572916af507c69054da8e72f,Woohoo! Helped me find what was causing a super annoying system ui crash!,0,1
57291355507c69054da8e472,"Difficult in a petty way. I like the game for the most part, but the degradation mechanic is bullshit. I played this game in my off time for a solid week, so couldn't beat it. All my good items keep breaking.",0,1
5729c1e9507c690b8e0bd5be,"I for the life of me cannot get this app to communicate with any server other than a \"local' connection. I connect to the servers just fine. The keyboard comes up, and nothing. I can't believe I am the only person that has this problem, but nothing comes up in google searches.",0,1
5729c3c9507c690b8e0bd847,Great tools How to hack wifi password,0,1
5789502f819cb706e9239796,Does its job,0,1
5729128f507c69054da8e3c5,Good So good,0,1
572910ce507c69054da8e182,"NICE! I can deselect enemies and select them, I selected, All Giygas",0,1
57291e40507c69054da8eeea,Android wear version is buggy Keeps switching to a wallpaper that's not selected when disconnected from the phone. Never had a problem until this latest update. I hope this gets fixed soon.,0,1
5729177b507c69054da8e809,"Too many flaws Too many undelivered messages without explanation. And what about when I have no data connection, shouldn't I be able to send regular text messages? Still too many rough edges in the latest version (May 2016).",0,1
5729c2df507c690b8e0bd6d9,"BEST kernel mgr This beats all others. It started because the vibration intensity on my N6 was way too high, so I found this app. I saw the features for CPU, etc mgmt and looked for another app that maybe had better/expanded features but nope, this one is the BEST!! The simplicity, ease of use and options make this hands down my favorite. It reapplies my CPU & other settings on boot but doesn't keep my vibration intensity set for some reason (I think that's my ROM/kernel because it's worked in the past). 5/5 LOVE IT!!!",0,1
5729119e507c69054da8e2ac,good love it,0,1
572916ff507c69054da8e790,Good one.,0,1
5729117f507c69054da8e276,Before lollipop the lock screen settings worked great now i can't set a pic for my lock screen,1,1
57291c54507c69054da8ecff,Doesn't Work Doesn't scrobble any tracks when I use the stock music player.,0,1
572910f7507c69054da8e1d0,Amazing! I love it! I haven't got any bugs but I hope you guys will fix the 'mysterious bug' soon!,0,1
5729bf22507c690b8e0bd321,Improve lockscreen Add the possibility to choose personal wallpaper like a photo and a security option like pin or pattern,0,1
5729c10b507c690b8e0bd4de,"Very good app. It's name should not be containing \"\"\"\"\"\"\"\"Amaze\"\"\"\"\"\"\"\". As it should be standard.",0,1
57291075507c69054da8e124,Whoaaa Wow,0,1
57291023507c69054da8e0b0,Very nice I love to use this app always,0,1
5729161c507c69054da8e69b,"Nice Nice, except paid app for battery charge alarm",0,1
